date,asin,ads_date_ref,tsales_date_ref,impressions,clicks,ad_spend,units_sold,ad_sales,shippedunits,shippedrevenueamount,Item Name,Collection,Category,Size,Inch,orderedunits,orderedrevenueamount
27-08-2024,B0B31VFJ6Q,2024-08-27,2024-08-27,"33,148",566,782,27,"4,602",8,"1,252","NapQueen 6"" Bamboo Charcoal Mattress, Queen",Bamboo Charcoal Mattress,Mattress,Queen,6 Inch,21,"3,189"
29-08-2024,B0B31VFJ6Q,2024-08-29,2024-08-29,"31,505",548,763,24,"3,840",14,"2,167","NapQueen 6"" Bamboo Charcoal Mattress, Queen",Bamboo Charcoal Mattress,Mattress,Queen,6 Inch,23,"3,488"
09-09-2024,B0BRCYV77T,2024-09-09,2024-09-09,"4,450",41,22,44,"5,875",70,"8,911","NapQueen Anula Green Tea 8'', Twin-XL",Anula,Mattress,Twin XL,8 Inch,59,"7,549"
29-08-2024,B09KSXP3HN,2024-08-29,2024-08-29,"46,253",395,596,32,"4,982",31,"4,898","NapQueen Elsa 8"" Innerspring Mattress, Queen",Innerspring,Mattress,Queen,8 Inch,36,"5,688"
21-08-2024,B09KTMLQ1N,2024-08-21,2024-08-21,"29,286",208,413,19,"2,918",16,"2,583","NapQueen Elsa 8"" Innerspring Mattress, Full",Innerspring,Mattress,Full,8 Inch,28,"4,449"
23-08-2024,B09KSYL73R,2024-08-23,2024-08-23,"19,084",230,290,24,"2,995",26,"3,094","NapQueen Elsa 8"" Innerspring Mattress, Twin XL",Innerspring,Mattress,Twin XL,8 Inch,37,"4,378"
24-08-2024,B09KTFXX6L,2024-08-24,2024-08-24,"27,090",275,517,20,"2,821",13,"1,907","NapQueen Elsa 6"" Innerspring Mattress, Queen",Innerspring,Mattress,Queen,6 Inch,21,"3,024"
22-08-2024,B09KSYL73R,2024-08-22,2024-08-22,"20,777",233,292,22,"2,718",25,"2,925","NapQueen Elsa 8"" Innerspring Mattress, Twin XL",Innerspring,Mattress,Twin XL,8 Inch,31,"3,639"
08-09-2024,B0B31VFJ6Q,2024-09-08,2024-09-08,"54,291",623,826,17,"2,535",3,458,"NapQueen 6"" Bamboo Charcoal Mattress, Queen",Bamboo Charcoal Mattress,Mattress,Queen,6 Inch,15,"2,289"
30-08-2024,B09KTMLQ1N,2024-08-30,2024-08-30,"68,868",527,663,53,"7,354",73,"9,865","NapQueen Elsa 8"" Innerspring Mattress, Full",Innerspring,Mattress,Full,8 Inch,137,"18,508"
24-08-2024,B09KSXP3HN,2024-08-24,2024-08-24,"32,745",357,581,22,"3,582",10,"1,580","NapQueen Elsa 8"" Innerspring Mattress, Queen",Innerspring,Mattress,Queen,8 Inch,34,"5,372"
01-09-2024,B0B31VFJ6Q,2024-09-01,2024-09-01,"58,946",732,846,32,"5,050",3,458,"NapQueen 6"" Bamboo Charcoal Mattress, Queen",Bamboo Charcoal Mattress,Mattress,Queen,6 Inch,14,"2,118"
29-08-2024,B09KSYL73R,2024-08-29,2024-08-29,"23,785",209,272,18,"2,490",23,"2,700","NapQueen Elsa 8"" Innerspring Mattress, Twin XL",Innerspring,Mattress,Twin XL,8 Inch,12,"1,428"
30-08-2024,B09KSXP3HN,2024-08-30,2024-08-30,"65,788",384,588,18,"2,952",22,"3,476","NapQueen Elsa 8"" Innerspring Mattress, Queen",Innerspring,Mattress,Queen,8 Inch,27,"4,266"
29-08-2024,B09KTFXX6L,2024-08-29,2024-08-29,"38,153",311,563,18,"2,495",22,"3,058","NapQueen Elsa 6"" Innerspring Mattress, Queen",Innerspring,Mattress,Queen,6 Inch,11,"1,529"
11-09-2024,B09KTMLQ1N,2024-09-11,2024-09-11,"99,706",296,637,18,"2,812",18,"2,832","NapQueen Elsa 8"" Innerspring Mattress, Full",Innerspring,Mattress,Full,8 Inch,25,"3,979"
19-08-2024,B0BRCXQMS5,2024-08-19,2024-08-19,"38,856",190,404,18,"2,256",212,"30,271","NapQueen Anula Green Tea 12'', Twin-XL",Anula,Mattress,Twin XL,12 Inch,42,"5,997"
10-09-2024,B09KTMLQ1N,2024-09-10,2024-09-10,"95,453",244,482,16,"2,341",21,"3,124","NapQueen Elsa 8"" Innerspring Mattress, Full",Innerspring,Mattress,Full,8 Inch,15,"2,382"
10-09-2024,B09MR3Y296,2024-09-10,2024-09-10,"8,385",130,158,16,"2,277",156,"22,116","NapQueen 8"" Bamboo Charcoal Mattress, Full",Bamboo Charcoal Mattress,Mattress,Full,8 Inch,169,"24,037"
25-08-2024,B09KTFXX6L,2024-08-25,2024-08-25,"33,287",276,506,16,"2,256",18,"2,592","NapQueen Elsa 6"" Innerspring Mattress, Queen",Innerspring,Mattress,Queen,6 Inch,23,"3,312"
12-09-2024,B09X1HV1NL,2024-09-12,2024-09-12,"24,755",386,433,16,"2,385",1,80,"NapQueen Elizabeth 6"" Gel Memory Foam Mattress, Twin XL",Elizabeth,Mattress,Twin XL,6 Inch,21,"2,244"
11-09-2024,B09MR3Y296,2024-09-11,2024-09-11,"10,508",122,158,16,"2,420",165,"23,423","NapQueen 8"" Bamboo Charcoal Mattress, Full",Bamboo Charcoal Mattress,Mattress,Full,8 Inch,135,"19,190"
24-08-2024,B0B31VFJ6Q,2024-08-24,2024-08-24,"12,230",245,421,16,"2,774",2,398,"NapQueen 6"" Bamboo Charcoal Mattress, Queen",Bamboo Charcoal Mattress,Mattress,Queen,6 Inch,5,840
31-08-2024,B09KSXP3HN,2024-08-31,2024-08-31,"75,242",361,585,16,"2,480",12,"1,896","NapQueen Elsa 8"" Innerspring Mattress, Queen",Innerspring,Mattress,Queen,8 Inch,23,"3,634"
19-08-2024,B09KSXP3HN,2024-08-19,2024-08-19,"48,734",289,558,16,"2,558",25,"4,475","NapQueen Elsa 8"" Innerspring Mattress, Queen",Innerspring,Mattress,Queen,8 Inch,10,"1,790"
26-08-2024,B09KSYL73R,2024-08-26,2024-08-26,"23,662",245,299,16,"2,022",43,"5,105","NapQueen Elsa 8"" Innerspring Mattress, Twin XL",Innerspring,Mattress,Twin XL,8 Inch,21,"2,487"
27-08-2024,B09KTFXX6L,2024-08-27,2024-08-27,"34,972",335,578,16,"2,277",19,"2,671","NapQueen Elsa 6"" Innerspring Mattress, Queen",Innerspring,Mattress,Queen,6 Inch,15,"2,080"
08-09-2024,B09MR3XT5G,2024-09-08,2024-09-08,"1,60,046",568,518,16,"2,400",77,"12,140","NapQueen 8"" Bamboo Charcoal Mattress, Queen",Bamboo Charcoal Mattress,Mattress,Queen,8 Inch,16,"2,523"
07-09-2024,B09KTMLQ1N,2024-09-07,2024-09-07,"97,582",317,569,16,"2,494",23,"3,296","NapQueen Elsa 8"" Innerspring Mattress, Full",Innerspring,Mattress,Full,8 Inch,15,"2,457"
22-08-2024,B09MR3XT5G,2024-08-22,2024-08-22,"61,962",344,407,14,"2,557",18,"3,772","NapQueen 8"" Bamboo Charcoal Mattress, Queen",Bamboo Charcoal Mattress,Mattress,Queen,8 Inch,18,"3,785"
19-08-2024,B09MR56Q9N,2024-08-19,2024-08-19,"34,541",186,226,14,"2,422",159,"23,848","NapQueen 12"" Bamboo Charcoal Mattress, Twin XL",Bamboo Charcoal Mattress,Mattress,Twin XL,12 Inch,32,"4,800"
07-09-2024,B09MR3XT5G,2024-09-07,2024-09-07,"1,31,002",471,471,14,"2,383",42,"6,631","NapQueen 8"" Bamboo Charcoal Mattress, Queen",Bamboo Charcoal Mattress,Mattress,Queen,8 Inch,50,"7,895"
23-08-2024,B09KTFXX6L,2024-08-23,2024-08-23,"35,486",234,447,14,"2,047",3,482,"NapQueen Elsa 6"" Innerspring Mattress, Queen",Innerspring,Mattress,Queen,6 Inch,14,"2,041"
02-09-2024,B09KTFXX6L,2024-09-02,2024-09-02,"2,01,932",373,588,14,"2,011",10,"1,395","NapQueen Elsa 6"" Innerspring Mattress, Queen",Innerspring,Mattress,Queen,6 Inch,15,"2,085"
23-08-2024,B09MR3XT5G,2024-08-23,2024-08-23,"45,620",362,416,14,"2,604",22,"4,487","NapQueen 8"" Bamboo Charcoal Mattress, Queen",Bamboo Charcoal Mattress,Mattress,Queen,8 Inch,44,"7,960"
19-08-2024,B09MR3XT5G,2024-08-19,2024-08-19,"78,267",346,403,14,"3,009",17,"3,570","NapQueen 8"" Bamboo Charcoal Mattress, Queen",Bamboo Charcoal Mattress,Mattress,Queen,8 Inch,14,"2,940"
22-08-2024,B09KTMLQ1N,2024-08-22,2024-08-22,"27,472",212,414,14,"2,020",19,"3,021","NapQueen Elsa 8"" Innerspring Mattress, Full",Innerspring,Mattress,Full,8 Inch,27,"4,278"
25-08-2024,B0B31VFJ6Q,2024-08-25,2024-08-25,"9,009",248,410,14,"2,391",3,535,"NapQueen 6"" Bamboo Charcoal Mattress, Queen",Bamboo Charcoal Mattress,Mattress,Queen,6 Inch,12,"2,016"
01-09-2024,B0BRCYQNSW,2024-09-01,2024-09-01,"49,578",295,214,14,"1,357",1,94,"NapQueen Anula Green Tea 6'', Twin",Anula,Mattress,Twin,6 Inch,23,"2,155"
09-09-2024,B0B31VFJ6Q,2024-09-09,2024-09-09,"44,072",534,741,14,"2,285",35,"5,341","NapQueen 6"" Bamboo Charcoal Mattress, Queen",Bamboo Charcoal Mattress,Mattress,Queen,6 Inch,15,"2,289"
04-09-2024,B09KTFXX6L,2024-09-04,2024-09-04,"97,240",334,545,15,"2,121",13,"1,807","NapQueen Elsa 6"" Innerspring Mattress, Queen",Innerspring,Mattress,Queen,6 Inch,12,"1,668"
28-08-2024,B09MR3XT5G,2024-08-28,2024-08-28,"95,951",426,444,15,"2,527",41,"7,293","NapQueen 8"" Bamboo Charcoal Mattress, Queen",Bamboo Charcoal Mattress,Mattress,Queen,8 Inch,53,"9,371"
07-09-2024,B0BRCYQNSW,2024-09-07,2024-09-07,"24,764",146,105,15,"1,446",54,"5,045","NapQueen Anula Green Tea 6'', Twin",Anula,Mattress,Twin,6 Inch,44,"4,123"
08-09-2024,B09MR3Y296,2024-09-08,2024-09-08,"10,358",177,178,15,"2,263",22,"3,103","NapQueen 8"" Bamboo Charcoal Mattress, Full",Bamboo Charcoal Mattress,Mattress,Full,8 Inch,139,"19,748"
05-09-2024,B09MR3Y296,2024-09-05,2024-09-05,"11,209",220,193,15,"2,091",176,"23,785","NapQueen 8"" Bamboo Charcoal Mattress, Full",Bamboo Charcoal Mattress,Mattress,Full,8 Inch,130,"17,580"
28-08-2024,B09KTFXX6L,2024-08-28,2024-08-28,"36,179",318,550,15,"1,984",11,"1,544","NapQueen Elsa 6"" Innerspring Mattress, Queen",Innerspring,Mattress,Queen,6 Inch,12,"1,658"
16-08-2024,B09X1HV1NL,2024-08-16,2024-08-16,"40,497",520,446,15,"2,059",55,"5,234","NapQueen Elizabeth 6"" Gel Memory Foam Mattress, Twin XL",Elizabeth,Mattress,Twin XL,6 Inch,20,"2,580"
03-09-2024,B09MR3XT5G,2024-09-03,2024-09-03,"1,39,132",486,477,15,"2,305",86,"13,768","NapQueen 8"" Bamboo Charcoal Mattress, Queen",Bamboo Charcoal Mattress,Mattress,Queen,8 Inch,107,"16,881"
18-08-2024,B09MR3XT5G,2024-08-18,2024-08-18,"87,821",352,408,15,"2,972",10,"2,100","NapQueen 8"" Bamboo Charcoal Mattress, Queen",Bamboo Charcoal Mattress,Mattress,Queen,8 Inch,22,"4,620"
05-09-2024,B0BRCYQNSW,2024-09-05,2024-09-05,"26,338",174,126,15,"1,516",53,"4,966","NapQueen Anula Green Tea 6'', Twin",Anula,Mattress,Twin,6 Inch,46,"4,281"
21-08-2024,B09MR3Y296,2024-08-21,2024-08-21,"26,263",209,353,15,"2,294",39,"6,195","NapQueen 8"" Bamboo Charcoal Mattress, Full",Bamboo Charcoal Mattress,Mattress,Full,8 Inch,34,"5,400"
07-09-2024,B09MR3Y296,2024-09-07,2024-09-07,"11,079",155,169,13,"1,836",93,"13,015","NapQueen 8"" Bamboo Charcoal Mattress, Full",Bamboo Charcoal Mattress,Mattress,Full,8 Inch,102,"14,510"
30-08-2024,B09KTFXX6L,2024-08-30,2024-08-30,"1,00,452",361,623,13,"1,844",6,834,"NapQueen Elsa 6"" Innerspring Mattress, Queen",Innerspring,Mattress,Queen,6 Inch,17,"2,363"
17-08-2024,B09KSYL73R,2024-08-17,2024-08-17,"17,702",169,256,13,"1,852",6,710,"NapQueen Elsa 8"" Innerspring Mattress, Twin XL",Innerspring,Mattress,Twin XL,8 Inch,7,833
20-08-2024,B09MR3Y296,2024-08-20,2024-08-20,"22,689",217,352,13,"2,188",46,"7,314","NapQueen 8"" Bamboo Charcoal Mattress, Full",Bamboo Charcoal Mattress,Mattress,Full,8 Inch,52,"8,268"
29-08-2024,B0BRCYV77T,2024-08-29,2024-08-29,"15,890",79,39,13,"1,813",5,640,"NapQueen Anula Green Tea 8'', Twin-XL",Anula,Mattress,Twin XL,8 Inch,16,"2,048"
12-09-2024,B09KTFXX6L,2024-09-12,2024-09-12,"1,05,416",168,309,13,"1,447",1,169,"NapQueen Elsa 6"" Innerspring Mattress, Queen",Innerspring,Mattress,Queen,6 Inch,1,169
08-09-2024,B0BRCYV77T,2024-09-08,2024-09-08,"4,745",30,17,13,"2,018",1,128,"NapQueen Anula Green Tea 8'', Twin-XL",Anula,Mattress,Twin XL,8 Inch,25,"3,200"
09-09-2024,B09MR3XT5G,2024-09-09,2024-09-09,"1,18,416",494,493,13,"1,970",65,"10,265","NapQueen 8"" Bamboo Charcoal Mattress, Queen",Bamboo Charcoal Mattress,Mattress,Queen,8 Inch,-8,"-1,259"
20-08-2024,B09KSXP3HN,2024-08-20,2024-08-20,"48,705",291,548,13,"2,403",12,"2,148","NapQueen Elsa 8"" Innerspring Mattress, Queen",Innerspring,Mattress,Queen,8 Inch,32,"5,643"
21-08-2024,B09KTFXX6L,2024-08-21,2024-08-21,"50,165",211,484,13,"2,117",10,"1,690","NapQueen Elsa 6"" Innerspring Mattress, Queen",Innerspring,Mattress,Queen,6 Inch,7,"1,183"
29-08-2024,B0BRCYQNSW,2024-08-29,2024-08-29,"43,236",349,255,13,"1,291",20,"1,874","NapQueen Anula Green Tea 6'', Twin",Anula,Mattress,Twin,6 Inch,20,"1,872"
18-08-2024,B09KTMLQ1N,2024-08-18,2024-08-18,"69,685",187,409,12,"2,162",12,"1,899","NapQueen Elsa 8"" Innerspring Mattress, Full",Innerspring,Mattress,Full,8 Inch,17,"3,154"
24-08-2024,B09MR2FY5D,2024-08-24,2024-08-24,"29,890",158,202,12,"2,569",4,883,"NapQueen 10"" Bamboo Charcoal Mattress, Queen",Bamboo Charcoal Mattress,Mattress,Queen,10 Inch,20,"4,360"
09-09-2024,B09MR3Y296,2024-09-09,2024-09-09,"9,425",123,157,12,"1,770",262,"36,931","NapQueen 8"" Bamboo Charcoal Mattress, Full",Bamboo Charcoal Mattress,Mattress,Full,8 Inch,176,"24,971"
22-08-2024,B0BRCYV77T,2024-08-22,2024-08-22,"4,806",63,30,12,"1,530",6,828,"NapQueen Anula Green Tea 8'', Twin-XL",Anula,Mattress,Twin XL,8 Inch,24,"3,312"
17-08-2024,B09KTMLQ1N,2024-08-17,2024-08-17,"33,275",197,403,12,"1,904",9,"1,431","NapQueen Elsa 8"" Innerspring Mattress, Full",Innerspring,Mattress,Full,8 Inch,33,"5,163"
12-09-2024,B0B31VFJ6Q,2024-09-12,2024-09-12,"32,853",556,779,12,"1,990",15,"2,283","NapQueen 6"" Bamboo Charcoal Mattress, Queen",Bamboo Charcoal Mattress,Mattress,Queen,6 Inch,14,"2,121"
26-08-2024,B0BRCYK4JK,2024-08-26,2024-08-26,"75,200",171,310,12,"2,391",8,"1,970","NapQueen Anula Green Tea 12'', Full",Anula,Mattress,Full,12 Inch,5,"1,083"
08-09-2024,B09KSXP3HN,2024-09-08,2024-09-08,"65,097",233,410,12,"2,055",6,"1,010","NapQueen Elsa 8"" Innerspring Mattress, Queen",Innerspring,Mattress,Queen,8 Inch,6,"1,091"
01-09-2024,B09KSYL73R,2024-09-01,2024-09-01,"29,605",211,275,12,"1,529",1,119,"NapQueen Elsa 8"" Innerspring Mattress, Twin XL",Innerspring,Mattress,Twin XL,8 Inch,14,"1,666"
20-08-2024,B09KTFXX6L,2024-08-20,2024-08-20,"65,500",233,512,12,"1,851",11,"1,890","NapQueen Elsa 6"" Innerspring Mattress, Queen",Innerspring,Mattress,Queen,6 Inch,6,"1,014"
09-09-2024,B09KTMLQ1N,2024-09-09,2024-09-09,"91,884",286,555,11,"1,695",84,"12,369","NapQueen Elsa 8"" Innerspring Mattress, Full",Innerspring,Mattress,Full,8 Inch,13,"2,061"
31-08-2024,B09KTFXX6L,2024-08-31,2024-08-31,"97,709",380,633,11,"1,540",5,695,"NapQueen Elsa 6"" Innerspring Mattress, Queen",Innerspring,Mattress,Queen,6 Inch,12,"1,668"
11-09-2024,B09MR3XT5G,2024-09-11,2024-09-11,"89,332",429,448,11,"1,827",35,"5,471","NapQueen 8"" Bamboo Charcoal Mattress, Queen",Bamboo Charcoal Mattress,Mattress,Queen,8 Inch,-2,-316
16-08-2024,B09KTMLQ1N,2024-08-16,2024-08-16,"46,619",224,417,11,"1,732",18,"2,862","NapQueen Elsa 8"" Innerspring Mattress, Full",Innerspring,Mattress,Full,8 Inch,25,"3,972"
21-08-2024,B09MR3XT5G,2024-08-21,2024-08-21,"65,395",337,399,11,"2,405",23,"4,830","NapQueen 8"" Bamboo Charcoal Mattress, Queen",Bamboo Charcoal Mattress,Mattress,Queen,8 Inch,18,"3,759"
02-09-2024,B0BRCYK4JK,2024-09-02,2024-09-02,"1,53,173",271,458,11,"2,356",5,"1,105","NapQueen Anula Green Tea 12'', Full",Anula,Mattress,Full,12 Inch,11,"2,423"
28-08-2024,B0BRCYK4JK,2024-08-28,2024-08-28,"1,02,067",238,433,11,"2,294",5,"1,105","NapQueen Anula Green Tea 12'', Full",Anula,Mattress,Full,12 Inch,5,"1,105"
15-08-2024,B09KSXP3HN,2024-08-15,2024-08-15,"40,151",295,573,11,"1,948",21,"3,751","NapQueen Elsa 8"" Innerspring Mattress, Queen",Innerspring,Mattress,Queen,8 Inch,20,"3,565"
06-09-2024,B09MR3Y296,2024-09-06,2024-09-06,"8,740",165,167,11,"1,679",56,"7,696","NapQueen 8"" Bamboo Charcoal Mattress, Full",Bamboo Charcoal Mattress,Mattress,Full,8 Inch,70,"9,949"
10-09-2024,B0BRCYQNSW,2024-09-10,2024-09-10,"20,308",139,100,10,"1,088",83,"7,777","NapQueen Anula Green Tea 6'', Twin",Anula,Mattress,Twin,6 Inch,57,"5,341"
19-08-2024,B09KSYL73R,2024-08-19,2024-08-19,"24,376",179,267,10,"1,322",28,"3,316","NapQueen Elsa 8"" Innerspring Mattress, Twin XL",Innerspring,Mattress,Twin XL,8 Inch,9,"1,071"
24-08-2024,B09MR3XT5G,2024-08-24,2024-08-24,"42,429",375,422,10,"1,757",10,"1,876","NapQueen 8"" Bamboo Charcoal Mattress, Queen",Bamboo Charcoal Mattress,Mattress,Queen,8 Inch,46,"8,188"
16-08-2024,B09MR3XT5G,2024-08-16,2024-08-16,"97,016",339,399,10,"1,963",28,"5,880","NapQueen 8"" Bamboo Charcoal Mattress, Queen",Bamboo Charcoal Mattress,Mattress,Queen,8 Inch,12,"2,520"
04-09-2024,B09KSYL73R,2024-09-04,2024-09-04,"23,131",194,270,10,"1,266",20,"2,297","NapQueen Elsa 8"" Innerspring Mattress, Twin XL",Innerspring,Mattress,Twin XL,8 Inch,20,"2,322"
16-08-2024,B09KSYL73R,2024-08-16,2024-08-16,"20,925",200,275,10,"1,278",14,"1,662","NapQueen Elsa 8"" Innerspring Mattress, Twin XL",Innerspring,Mattress,Twin XL,8 Inch,17,"2,015"
12-09-2024,B09KTMLQ1N,2024-09-12,2024-09-12,"60,836",174,370,10,"1,532",12,"1,908","NapQueen Elsa 8"" Innerspring Mattress, Full",Innerspring,Mattress,Full,8 Inch,13,"2,088"
28-08-2024,B0BRCYQNSW,2024-08-28,2024-08-28,"18,532",148,110,9,843,23,"2,150","NapQueen Anula Green Tea 6'', Twin",Anula,Mattress,Twin,6 Inch,26,"2,434"
06-09-2024,B0BRCXQMS5,2024-09-06,2024-09-06,"24,478",71,180,9,"1,881",21,"3,931","NapQueen Anula Green Tea 12'', Twin-XL",Anula,Mattress,Twin XL,12 Inch,6,"1,254"
20-08-2024,B09KSYL73R,2024-08-20,2024-08-20,"20,862",208,279,9,"1,040",35,"4,142","NapQueen Elsa 8"" Innerspring Mattress, Twin XL",Innerspring,Mattress,Twin XL,8 Inch,19,"2,245"
08-09-2024,B09KTFXX6L,2024-09-08,2024-09-08,"79,312",237,408,9,"1,228",13,"1,807","NapQueen Elsa 6"" Innerspring Mattress, Queen",Innerspring,Mattress,Queen,6 Inch,1,199
15-08-2024,B0B31VFJ6Q,2024-08-15,2024-08-15,"64,999",234,365,9,"1,804",5,995,"NapQueen 6"" Bamboo Charcoal Mattress, Queen",Bamboo Charcoal Mattress,Mattress,Queen,6 Inch,4,796
06-09-2024,B09KDZQJ6P,2024-09-06,2024-09-06,"6,004",21,20,9,"1,103",3,395,"NapQueen Elizabeth 8"" Gel Memory Foam Mattress, Twin",Elizabeth,Mattress,Twin,8 Inch,1,139
26-08-2024,B09KDZQJ6P,2024-08-26,2024-08-26,"8,437",120,64,9,"1,202",3,406,"NapQueen Elizabeth 8"" Gel Memory Foam Mattress, Twin",Elizabeth,Mattress,Twin,8 Inch,8,"1,024"
15-08-2024,B09MR3XT5G,2024-08-15,2024-08-15,"76,658",328,390,9,"1,854",36,"7,555","NapQueen 8"" Bamboo Charcoal Mattress, Queen",Bamboo Charcoal Mattress,Mattress,Queen,8 Inch,31,"6,505"
05-09-2024,B09KTFXX6L,2024-09-05,2024-09-05,"75,434",298,503,9,"1,312",8,"1,112","NapQueen Elsa 6"" Innerspring Mattress, Queen",Innerspring,Mattress,Queen,6 Inch,9,"1,251"
25-08-2024,B09MR3XT5G,2024-08-25,2024-08-25,"51,183",399,431,9,"1,580",26,"4,940","NapQueen 8"" Bamboo Charcoal Mattress, Queen",Bamboo Charcoal Mattress,Mattress,Queen,8 Inch,34,"6,047"
29-08-2024,B0BRCXCXCV,2024-08-29,2024-08-29,"64,721",135,311,9,"1,933",2,468,"NapQueen Anula Green Tea 10'', Queen",Anula,Mattress,Queen,10 Inch,4,937
11-09-2024,B0B31VFJ6Q,2024-09-11,2024-09-11,"28,253",476,675,9,"1,456",19,"2,893","NapQueen 6"" Bamboo Charcoal Mattress, Queen",Bamboo Charcoal Mattress,Mattress,Queen,6 Inch,11,"1,673"
08-09-2024,B09MR56Q9N,2024-09-08,2024-09-08,"29,246",99,131,9,"1,637",1,201,"NapQueen 12"" Bamboo Charcoal Mattress, Twin XL",Bamboo Charcoal Mattress,Mattress,Twin XL,12 Inch,4,805
24-08-2024,B0BRCYV77T,2024-08-24,2024-08-24,"4,004",40,21,9,"1,140",11,"1,438","NapQueen Anula Green Tea 8'', Twin-XL",Anula,Mattress,Twin XL,8 Inch,22,"2,816"
27-08-2024,B0BRCYQNSW,2024-08-27,2024-08-27,"15,320",129,93,9,955,37,"3,467","NapQueen Anula Green Tea 6'', Twin",Anula,Mattress,Twin,6 Inch,24,"2,246"
03-09-2024,B09KSYL73R,2024-09-03,2024-09-03,"22,401",192,277,9,"1,020",39,"4,641","NapQueen Elsa 8"" Innerspring Mattress, Twin XL",Innerspring,Mattress,Twin XL,8 Inch,13,"1,522"
16-08-2024,B09KTFXX6L,2024-08-16,2024-08-16,"74,668",196,454,9,"1,427",2,338,"NapQueen Elsa 6"" Innerspring Mattress, Queen",Innerspring,Mattress,Queen,6 Inch,11,"1,836"
28-08-2024,B09KSYL73R,2024-08-28,2024-08-28,"23,119",212,282,9,"1,209",14,"1,654","NapQueen Elsa 8"" Innerspring Mattress, Twin XL",Innerspring,Mattress,Twin XL,8 Inch,14,"1,650"
22-08-2024,B09MR3Y296,2024-08-22,2024-08-22,"26,276",218,357,9,"1,388",29,"4,611","NapQueen 8"" Bamboo Charcoal Mattress, Full",Bamboo Charcoal Mattress,Mattress,Full,8 Inch,26,"4,134"
17-08-2024,B09MR3XT5G,2024-08-17,2024-08-17,"93,624",338,401,8,"1,861",14,"2,940","NapQueen 8"" Bamboo Charcoal Mattress, Queen",Bamboo Charcoal Mattress,Mattress,Queen,8 Inch,28,"5,880"
01-09-2024,B09KTFXX6L,2024-09-01,2024-09-01,"1,12,885",355,586,8,"1,223",11,"1,529","NapQueen Elsa 6"" Innerspring Mattress, Queen",Innerspring,Mattress,Queen,6 Inch,6,834
24-08-2024,B09MR3Y296,2024-08-24,2024-08-24,"21,468",186,352,8,"1,166",6,954,"NapQueen 8"" Bamboo Charcoal Mattress, Full",Bamboo Charcoal Mattress,Mattress,Full,8 Inch,16,"2,544"
28-08-2024,B09MR4B13C,2024-08-28,2024-08-28,"5,896",68,36,8,"1,189",6,774,"NapQueen 8"" Bamboo Charcoal Mattress, Twin",Bamboo Charcoal Mattress,Mattress,Twin,8 Inch,49,"6,025"
26-08-2024,B09MR4B13C,2024-08-26,2024-08-26,"6,498",64,34,8,"1,048",2,258,"NapQueen 8"" Bamboo Charcoal Mattress, Twin",Bamboo Charcoal Mattress,Mattress,Twin,8 Inch,7,900
10-09-2024,B0BRCXJRX6,2024-09-10,2024-09-10,"40,293",76,197,8,"1,933",2,458,"NapQueen Anula Green Tea 10'', Full",Anula,Mattress,Full,10 Inch,8,"1,832"
20-08-2024,B0BRCYV77T,2024-08-20,2024-08-20,"2,615",26,12,8,974,27,"3,723","NapQueen Anula Green Tea 8'', Twin-XL",Anula,Mattress,Twin XL,8 Inch,27,"3,726"
05-09-2024,B09KSYL73R,2024-09-05,2024-09-05,"24,008",127,191,8,932,8,952,"NapQueen Elsa 8"" Innerspring Mattress, Twin XL",Innerspring,Mattress,Twin XL,8 Inch,10,"1,178"
10-09-2024,B0B31VFJ6Q,2024-09-10,2024-09-10,"42,787",563,784,8,"1,220",25,"3,815","NapQueen 6"" Bamboo Charcoal Mattress, Queen",Bamboo Charcoal Mattress,Mattress,Queen,6 Inch,23,"3,510"
23-08-2024,B09MR3Y296,2024-08-23,2024-08-23,"22,211",191,348,8,"1,271",31,"4,929","NapQueen 8"" Bamboo Charcoal Mattress, Full",Bamboo Charcoal Mattress,Mattress,Full,8 Inch,25,"3,975"
08-09-2024,B09MR4B13C,2024-09-08,2024-09-08,"29,599",52,29,8,"1,105",9,"1,161","NapQueen 8"" Bamboo Charcoal Mattress, Twin",Bamboo Charcoal Mattress,Mattress,Twin,8 Inch,19,"2,451"
06-09-2024,B0BRCYQNSW,2024-09-06,2024-09-06,"26,169",169,121,8,809,46,"4,303","NapQueen Anula Green Tea 6'', Twin",Anula,Mattress,Twin,6 Inch,45,"4,214"
04-09-2024,B09KSXP3HN,2024-09-04,2024-09-04,"69,139",252,427,8,"1,181",32,"5,076","NapQueen Elsa 8"" Innerspring Mattress, Queen",Innerspring,Mattress,Queen,8 Inch,11,"1,938"
02-09-2024,B09KDZQJ6P,2024-09-02,2024-09-02,"43,610",181,169,8,"1,032",4,512,"NapQueen Elizabeth 8"" Gel Memory Foam Mattress, Twin",Elizabeth,Mattress,Twin,8 Inch,1,128
03-09-2024,B0BRCYK4JK,2024-09-03,2024-09-03,"1,58,094",249,450,8,"1,714",14,"3,095","NapQueen Anula Green Tea 12'', Full",Anula,Mattress,Full,12 Inch,4,884
12-09-2024,B09MR3Y296,2024-09-12,2024-09-12,"14,225",130,157,8,"1,154",194,"27,548","NapQueen 8"" Bamboo Charcoal Mattress, Full",Bamboo Charcoal Mattress,Mattress,Full,8 Inch,120,"17,043"
